Symptom1,Symptom2,Count
Head-shaking,Pale visible mucosa,1
Head-shaking,Nasal stenosis,4
Head-shaking,Postauricular Hair Removal,34
Head-shaking,Scratching the ear,1
Head-shaking,Hematoma,9
Head-shaking,"Manifestation of inflammatory changes such as redness, swelling, heat, and pain.",5
Head-shaking,Mild skin fissures,2
Head-shaking,Miliary Dermatitis,9
Head-shaking,Non-Pruritic Alopecia,8
Head-shaking,Pustule,15
Head-shaking,Rash,12
Head-shaking,Redness and swelling,6
Head-shaking,Redness of the chin skin,8
Head-shaking,Scab Formation,20
Head-shaking,Scales,6
Head-shaking,Skin Bruising,13
Head-shaking,Skin Wound,20
Head-shaking,Skin damage,8
Head-shaking,Skin injury,3
Head-shaking,Skin redness,18
Head-shaking,Sparse hair,8
Head-shaking,Squamous Patch,11
Head-shaking,The color of the fur on the dorsal side of the tail has darkened to a deep coffee brown.,3
Head-shaking,The tail hair has become very greasy.,4
Head-shaking,There are black spots the size of sesame seeds on the skin.,10
Head-shaking,There are black spots under the chin.,8
Head-shaking,Ulcerative Infection,8
Head-shaking,Vomiting,5
Head-shaking,Skin Swelling,8
Head-shaking,Scratch the eyes,12
Head-shaking,Thickening of the skin,4
Head-shaking,Lice found on the body,7
Head-shaking,Nodule,7
Head-shaking,Palpation elicits crepitus.,7
Head-shaking,Plaque,7
Head-shaking,Skin Inflammation,12
Head-shaking,Skin Odor,10
Head-shaking,Skin itching,2
Head-shaking,Sparse hair at the joints,5
Head-shaking,There are insect eggs.,6
Head-shaking,There is a sense of fluctuation.,4
Head-shaking,Thickening and roughening of the skin,7
Head-shaking,Purulent ocular discharge,5
Head-shaking,Soft Stool,2
Head-shaking,Visible mucosal cyanosis,2
Head-shaking,Nasal discharge,4
Head-shaking,Hypertrophic Stenosis of the External Auditory Canal,17
Head-shaking,Palpation reveals a fluctuant sensation.,10
Head-shaking,The entire external auditory canal is obstructed by a mass.,8
Head-shaking,Scratching one's ear,10
Head-shaking,Limping,2
Head-shaking,Hemorrhage or protrusion of a new growth from the oral cavity,3
Head-shaking,Itchy skin,8
Head-shaking,Mucosal Ulcer,3
Head-shaking,Nasal Bleeding,2
Head-shaking,Nasal and facial swelling,2
Head-shaking,Nasal speculum dryness and cracking,1
Head-shaking,Ocular Abnormalities,5
Head-shaking,Oral Bleeding,3
Head-shaking,Oral Bloody Secretions,3
Head-shaking,Oral Malodor,9
Head-shaking,Oral Pain,5
Head-shaking,Oral Ulcer,4
Head-shaking,Oral Ulcer on the Dorsum of the Tongue,2
Head-shaking,Painful swallowing,3
Head-shaking,Pigmentation,4
Head-shaking,Proptosis of the eyeball,1
Head-shaking,Purulent Nasal Discharge (Nasal Discharge),3
Head-shaking,Purulent nasal discharge,2
Head-shaking,Serous Nasal Discharge,2
Head-shaking,Sialorrhea,3
Head-shaking,Sinusitis,1
Head-shaking,Stenosis of the nasal aperture,2
Head-shaking,Stomatitis,3
Head-shaking,Streaming frothy nasal discharge,1
Head-shaking,Swelling and redness,4
Head-shaking,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,4
Head-shaking,The tail fur has become very greasy.,5
Head-shaking,Unpleasant Skin Odor,3
Head-shaking,"The head is held high, unwilling to bow down.",1
Head-shaking,Pain,5
Head-shaking,Runny nose,2
Head-shaking,Unable to lift one's head when looking down.,1
Head-shaking,Nystagmus,2
Head-shaking,Photophobia,2
Head-shaking,Pupillary dilation,4
Head-shaking,Pupillary white discharge,2
Head-shaking,Purulent ocular discharge (purulent eye),6
Head-shaking,Responsive to rapidly approaching objects,2
Head-shaking,Ulcerative Keratitis,3
Head-shaking,Tick Head Remnants,2
Head-shaking,Visible Ticks,2
Head-shaking,Paralysis of the hind limbs,1
Head-shaking,Skin Itching,6
Head-shaking,Tilt the head to one side,1
Head-shaking,Rubbing the buttocks,4
Head-shaking,Reduced water intake,1
Head-shaking,Tilted Head,1
Head-shaking,Loss of appetite,4
Head-shaking,Swelling,2
Head-shaking,Thickening and Coarsening of the Skin,1
Head-shaking,Infected Ulceration,2
Head-shaking,Squamous Spots,1
Head-shaking,Increased vaginal discharge,4
Head-shaking,Neurological symptoms (such as seizures),1
Head-shaking,Reduced food intake,4
Head-shaking,Tic,2
Head-shaking,"Presenting with inflammatory changes such as redness, swelling, heat, and pain.",1
Head-shaking,Skin laxity and loss of elasticity,1
Head-shaking,The color of the hair on the dorsal side of the tail has darkened to a deep brown.,1
Head-shaking,"Manifestation of inflammatory changes such as redness, swelling, heat, and pain",2
Head-shaking,Stiff Gait,1
Head-shaking,Skin Injury,3
Head-shaking,"Lice, fleas, ticks, or mites are found on the body.",1
Head-shaking,Polydipsia and Polyuria,1
Head-shaking,Skin thickening,2
Head-shaking,Insect eggs,2
Head-shaking,"Lice, fleas, ticks, or mites found on the body",13
Head-shaking,Red urine,1
Head-shaking,Reflux,2
Head-shaking,Skin turns purple/blue,1
Head-shaking,Interdigital Abscess,2
Head-shaking,Interdigital reddening,1
Head-shaking,Ulceration,2
Head-shaking,Hemorrhage,3
Head-shaking,Weakness of the limbs,1
Head-shaking,Hyperplastic Ear Canal Stenosis,1
Head-shaking,Wiping the buttocks,3
Head-shaking,Hematuria,2
Head-shaking,Hyperpigmentation of the skin,1
Head-shaking,Interdigital redness,1
Head-shaking,Intermittent Diarrhea,1
Head-shaking,Linear Granuloma,1
Head-shaking,Marginal Desquamation,1
Head-shaking,Mucosal Ulceration,1
Head-shaking,Oral Ulcer on the Tongue Surface,1
Head-shaking,Painless ulcer,1
Head-shaking,Patchy,1
Head-shaking,Petechiae,1
Head-shaking,Pupillary constriction,1
Head-shaking,Red papules on the skin,1
Head-shaking,Scrotal erythema,1
Head-shaking,Skin Ulcer Scar,1
Head-shaking,Small mass,1
Head-shaking,There is a fistula.,1
Head-shaking,Ulcer,2
Head-shaking,Wound erosion,1
Head-shaking,Mucosal Hemorrhage,2
Head-shaking,Nasal Stenosis,1
Head-shaking,On tiptoes,1
Head-shaking,Vaginal discharge,1
Head-shaking,Perianal Pain,1
Head-shaking,Hypersalivation,1
Head-shaking,Intra-aural brownish discharge,1
Head-shaking,Increased food intake,1
Oily Ear Discharge,Purulent ear discharge,719
Oily Ear Discharge,Purulent intracanalicular discharge,487
Oily Ear Discharge,Scratching the ears,192
Oily Ear Discharge,Sneezing,36
Oily Ear Discharge,Runny nose,12
Oily Ear Discharge,Oral Bleeding,11
Oily Ear Discharge,Paralysis of the hind limbs,4
Oily Ear Discharge,Purulent ocular discharge,18
Oily Ear Discharge,There are black spots under the chin.,7
Oily Ear Discharge,Ulcerative Infection,11
Oily Ear Discharge,Tilted Head,1
Oily Ear Discharge,Photophobia,2
Oily Ear Discharge,Pupillary dilation,3
Oily Ear Discharge,Pupillary white discharge,4
Oily Ear Discharge,Scratching one's ears,130
Oily Ear Discharge,Ulcerative Keratitis,4
Oily Ear Discharge,Unpleasant Odor in the Ear,147
Oily Ear Discharge,Skin redness and swelling,70
Oily Ear Discharge,Ulceration,6
Oily Ear Discharge,Tilted head,3
Oily Ear Discharge,Skin redness,34
Oily Ear Discharge,Postauricular Hair Removal,29
Oily Ear Discharge,Reduced food intake,8
Oily Ear Discharge,Vomiting,15
Oily Ear Discharge,Scratching the ear,6
Oily Ear Discharge,The entire external auditory canal is obstructed by a mass.,14
Oily Ear Discharge,Skin Ulcer Scar,2
Oily Ear Discharge,Skin laxity and lack of elasticity,2
Oily Ear Discharge,Skin Bruising,15
Oily Ear Discharge,Polydipsia and Polyuria,3
Oily Ear Discharge,Purulent ocular discharge (purulent eye),6
Oily Ear Discharge,Skin Odor,18
Oily Ear Discharge,Oral Malodor,11
Oily Ear Discharge,Skin Inflammation,20
Oily Ear Discharge,Skin injury,9
Oily Ear Discharge,Skin Wound,33
Oily Ear Discharge,Thickening of the skin,11
Oily Ear Discharge,Skin itching,4
Oily Ear Discharge,Palpation reveals a fluctuant sensation.,8
Oily Ear Discharge,Squamous Patch,18
Oily Ear Discharge,There are insect eggs.,19
Oily Ear Discharge,Pigmentation,9
Oily Ear Discharge,Purulent Nasal Discharge (Nasal Discharge),7
Oily Ear Discharge,There are black spots the size of sesame seeds on the skin.,21
Oily Ear Discharge,Shaking Head and Scratching Ears,9
Oily Ear Discharge,Stomatitis,4
Oily Ear Discharge,Scratching one's ear,14
Oily Ear Discharge,Scratching the eyes,4
Oily Ear Discharge,Unable to lift one's head when looking down.,1
Oily Ear Discharge,Scab Formation,35
Oily Ear Discharge,Papule,32
Oily Ear Discharge,Petechiae,1
Oily Ear Discharge,Scratch the eyes,12
Oily Ear Discharge,Skin Itching,17
Oily Ear Discharge,Swelling at the base of the penis,1
Oily Ear Discharge,Palpation elicits crepitus.,6
Oily Ear Discharge,Plaque,9
Oily Ear Discharge,Pustule,19
Oily Ear Discharge,Rash,17
Oily Ear Discharge,Redness and swelling,6
Oily Ear Discharge,Redness of the chin skin,6
Oily Ear Discharge,Skin Swelling,7
Oily Ear Discharge,Skin damage,7
Oily Ear Discharge,Sparse hair,11
Oily Ear Discharge,The color of the fur on the dorsal side of the tail has darkened to a deep coffee brown.,2
Oily Ear Discharge,The tail hair has become very greasy.,10
Oily Ear Discharge,Thickening and Coarsening of the Skin,3
Oily Ear Discharge,Soft Stool,5
Oily Ear Discharge,Scales,9
Oily Ear Discharge,Skin Injury,8
Oily Ear Discharge,Visible mucosal cyanosis,2
Oily Ear Discharge,Purulent Ear Discharge,1
Oily Ear Discharge,Weakness in the limbs or forelimbs and hindlimbs,2
Oily Ear Discharge,Respiratory Deficiency,2
Oily Ear Discharge,Salivation,6
Oily Ear Discharge,Sparse hair at the joints,3
Oily Ear Discharge,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,5
Oily Ear Discharge,There is a sense of fluctuation.,2
Oily Ear Discharge,Thickening and roughening of the skin,6
Oily Ear Discharge,On tiptoes,2
Oily Ear Discharge,Swelling,2
Oily Ear Discharge,Pale visible mucosa,3
Oily Ear Discharge,Squamous Spots,1
Oily Ear Discharge,Skin thickening,2
Oily Ear Discharge,"Presenting with inflammatory changes such as redness, swelling, heat, and pain.",1
Oily Ear Discharge,Skin laxity and loss of elasticity,1
Oily Ear Discharge,Swelling and redness,3
Oily Ear Discharge,The color of the hair on the dorsal side of the tail has darkened to a deep brown.,1
Oily Ear Discharge,The tail fur has become very greasy.,3
Oily Ear Discharge,Unpleasant Skin Odor,4
Oily Ear Discharge,Stenosis of the nasal aperture,2
Oily Ear Discharge,"The head is held high, unwilling to bow down.",1
Oily Ear Discharge,Reduced physical activity,1
Oily Ear Discharge,Weight loss,2
Oily Ear Discharge,Wiping the buttocks,2
Oily Ear Discharge,Oral Pain,2
Oily Ear Discharge,Oral Ulcer,3
Oily Ear Discharge,The feces are hard and dry.,1
Oily Ear Discharge,The stool is hard and dry.,1
Oily Ear Discharge,Weight Fluctuation,1
Oily Ear Discharge,Shake head,1
Oily Ear Discharge,Pica,2
Oily Ear Discharge,Scrotal erythema,2
Oily Ear Discharge,Pain,4
Oily Ear Discharge,Presence or absence of lameness,1
Oily Ear Discharge,"Presence or absence of limb weakness, including forelimb and hindlimb weakness",1
Oily Ear Discharge,Quadriplegia,1
Oily Ear Discharge,Reaction to rapidly approaching objects,1
Oily Ear Discharge,Weakness in the limbs,1
Oily Ear Discharge,Serous Nasal Discharge,1
Oily Ear Discharge,Oliguria or Anuria,2
Oily Ear Discharge,Reduced water intake,1
Oily Ear Discharge,Visible Ticks,1
Oily Ear Discharge,Tick Head Remnants,1
Oily Ear Discharge,Responsive to rapidly approaching objects,1
Oily Ear Discharge,Perianal Pain,1
Oily Ear Discharge,Oral Bloody Secretions,1
Oily Ear Discharge,Oral Ulcer on the Tongue Surface,1
Oily Ear Discharge,Painful swallowing,1
Oily Ear Discharge,Sialorrhea,1
Oily Ear Discharge,Shortness of breath,1
Oily Ear Discharge,Tilt the head to one side,1
Purulent intracanalicular discharge,Scratching the ears,413
Purulent intracanalicular discharge,Sneezing,25
Purulent intracanalicular discharge,Scratching one's ears,274
Purulent intracanalicular discharge,Unpleasant Odor in the Ear,394
Purulent intracanalicular discharge,Skin Odor,30
Purulent intracanalicular discharge,Skin redness and swelling,112
Purulent intracanalicular discharge,Ulcerative Keratitis,11
Purulent intracanalicular discharge,Skin Swelling,29
Purulent intracanalicular discharge,The entire external auditory canal is obstructed by a mass.,48
Purulent intracanalicular discharge,Skin Bruising,42
Purulent intracanalicular discharge,Skin redness,64
Purulent intracanalicular discharge,Scab Formation,52
Purulent intracanalicular discharge,There are insect eggs.,41
Purulent intracanalicular discharge,Scratching the ear,6
Purulent intracanalicular discharge,Scratch the eyes,9
Purulent intracanalicular discharge,Skin Itching,20
Purulent intracanalicular discharge,Vomiting,10
Purulent intracanalicular discharge,Skin Inflammation,51
Purulent intracanalicular discharge,Skin injury,30
Purulent intracanalicular discharge,Skin Wound,83
Purulent intracanalicular discharge,Pustule,39
Purulent intracanalicular discharge,Rash,48
Purulent intracanalicular discharge,Redness and swelling,17
Purulent intracanalicular discharge,Redness of the chin skin,17
Purulent intracanalicular discharge,Scales,23
Purulent intracanalicular discharge,Skin damage,20
Purulent intracanalicular discharge,Sparse hair,24
Purulent intracanalicular discharge,Squamous Patch,39
Purulent intracanalicular discharge,The color of the fur on the dorsal side of the tail has darkened to a deep coffee brown.,4
Purulent intracanalicular discharge,The tail hair has become very greasy.,14
Purulent intracanalicular discharge,There are black spots the size of sesame seeds on the skin.,46
Purulent intracanalicular discharge,There are black spots under the chin.,18
Purulent intracanalicular discharge,Ulcerative Infection,30
Purulent intracanalicular discharge,Thickening of the skin,14
Purulent intracanalicular discharge,Purulent nasal discharge,9
Purulent intracanalicular discharge,Runny nose,9
Purulent intracanalicular discharge,Thickening and roughening of the skin,26
Purulent intracanalicular discharge,Watery stool,3
Purulent intracanalicular discharge,Ravenous appetite,2
Purulent intracanalicular discharge,Ulceration,18
Purulent intracanalicular discharge,Scratching one's ear,22
Purulent intracanalicular discharge,Shaking Head and Scratching Ears,7
Purulent intracanalicular discharge,Skin itching,5
Purulent intracanalicular discharge,Sparse hair at the joints,10
Purulent intracanalicular discharge,There is a sense of fluctuation.,7
Purulent intracanalicular discharge,Skin Injury,19
Purulent intracanalicular discharge,Soft Stool,5
Purulent intracanalicular discharge,Purulent ocular discharge (purulent eye),9
Purulent intracanalicular discharge,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,13
Purulent intracanalicular discharge,Scratching the eyes,2
Purulent intracanalicular discharge,Skin Ulcer Scar,7
Purulent intracanalicular discharge,Salivation,11
Purulent intracanalicular discharge,Serous Nasal Discharge,8
Purulent intracanalicular discharge,Sialorrhea,3
Purulent intracanalicular discharge,Sinusitis,4
Purulent intracanalicular discharge,Stenosis of the nasal aperture,3
Purulent intracanalicular discharge,Stomatitis,10
Purulent intracanalicular discharge,Streaming frothy nasal discharge,3
Purulent intracanalicular discharge,Swelling and redness,7
Purulent intracanalicular discharge,The tail fur has become very greasy.,7
Purulent intracanalicular discharge,Unpleasant Skin Odor,4
Purulent intracanalicular discharge,Responsive to rapidly approaching objects,1
Purulent intracanalicular discharge,Tick Head Remnants,3
Purulent intracanalicular discharge,Visible Ticks,4
Purulent intracanalicular discharge,Tilted head,5
Purulent intracanalicular discharge,Skin thickening,5
Purulent intracanalicular discharge,Thickening and Coarsening of the Skin,5
Purulent intracanalicular discharge,Squamous Spots,2
Purulent intracanalicular discharge,Stiffness and difficulty in movement after prolonged lying down or upon getting up,1
Purulent intracanalicular discharge,Purulent ocular discharge,6
Purulent intracanalicular discharge,Skin laxity and loss of elasticity,2
Purulent intracanalicular discharge,The color of the hair on the dorsal side of the tail has darkened to a deep brown.,1
Purulent intracanalicular discharge,Shortness of breath,3
Purulent intracanalicular discharge,Reduced food intake,2
Purulent intracanalicular discharge,Shake head,1
Purulent intracanalicular discharge,Ulcer,11
Purulent intracanalicular discharge,The feces are hard and dry.,2
Purulent intracanalicular discharge,Redness and Swelling,2
Purulent intracanalicular discharge,Small mass,3
Purulent intracanalicular discharge,Red urine,1
Purulent intracanalicular discharge,Undescended Testicle,1
Purulent intracanalicular discharge,Reflux,3
Purulent intracanalicular discharge,Skin turns purple/blue,1
Purulent intracanalicular discharge,Quadriplegia,2
Purulent intracanalicular discharge,Reaction to rapidly approaching objects,1
Purulent intracanalicular discharge,Respiratory Deficiency,2
Purulent intracanalicular discharge,Swelling at the base of the penis,2
Purulent intracanalicular discharge,Swelling under the eyes,2
Purulent intracanalicular discharge,Vaginal discharge,2
